taxon,frequency
PF02104,1636
PF01849,1630
PF01867,1622
PF02620,1620
PF08713,1618
PF03364,1617
PF01914,1616
PF01311,1614
PF03795,1608
PF07282,1604
PF00494,1596
PF12867,1596
PF01172,1594
PF03404,1587
PF13023,1585
PF05635,1581
PF04307,1573
PF00460,1571
PF00217,1567
PF01780,1566
PF01997,1561
PF01344,1561
PF03464,1560
PF01985,1559
PF04517,1556
PF13686,1551
PF01930,1546
PF03147,1545
PF00752,1544
PF08340,1543
PF13410,1543
PF00255,1543
PF00931,1539
PF06778,1538
PF02768,1538
PF02446,1536
PF02482,1535
PF00481,1529
PF08032,1529
PF01972,1527
PF00327,1521
PF07593,1521
PF02595,1521
PF02732,1517
PF00213,1517
PF03749,1516
PF13667,1516
PF13853,1516
PF13635,1515
PF00471,1514
PF09079,1514
PF13103,1509
PF01015,1507
PF00063,1505
PF02730,1500
PF02810,1499
PF04060,1498
PF13377,1498
PF04896,1496
PF04293,1493
PF03232,1491
PF13743,1489
PF06271,1487
PF14255,1487
PF08406,1486
PF00629,1484
PF04227,1484
PF01590,1480
PF05494,1479
PF09559,1478
PF04234,1476
PF02781,1475
PF02567,1475
PF13692,1473
PF03618,1471
PF01974,1471
PF02971,1469
PF08484,1468
PF06378,1467
PF03235,1466
PF13459,1464
PF03239,1461
PF12367,1460
PF06865,1459
PF07971,1449
PF01200,1444
PF10120,1444
PF07399,1443
PF00704,1440
PF03454,1440
PF12048,1433
PF06093,1427
PF11867,1425
PF00253,1424
PF05766,1423
PF03174,1422
PF04126,1419
PF01987,1417
PF00444,1415
PF11775,1415
PF10442,1414
PF08487,1408
PF14349,1405
PF00281,1405
PF01877,1405
PF07714,1404
PF02996,1404
PF12447,1399
PF14529,1395
PF00245,1395
PF06684,1391
PF09382,1390
PF06455,1390
PF05187,1380
PF07494,1379
PF10385,1371
PF01887,1370
PF12836,1368
PF03547,1364
PF02686,1363
PF00232,1363
PF08659,1359
PF01313,1359
PF04455,1353
PF01201,1350
PF02748,1348
PF14696,1348
PF04961,1347
PF12811,1346
PF05195,1345
PF09903,1345
PF04976,1344
PF03065,1343
PF08843,1340
PF08494,1335
PF01345,1335
PF04241,1334
PF03448,1330
PF06267,1328
PF11495,1327
PF03786,1325
PF03874,1325
PF13768,1325
PF02447,1323
PF04267,1321
PF09818,1320
PF03626,1319
PF00893,1318
PF04463,1316
PF09180,1315
PF02503,1313
PF04191,1309
PF05661,1308
PF10418,1307
PF00194,1306
PF01330,1306
PF11751,1301
PF06827,1299
PF13654,1295
PF03350,1292
PF13709,1289
PF05448,1289
PF01165,1282
PF04356,1281
PF01194,1281
PF13722,1279
PF00728,1278
PF11798,1277
PF13310,1276
PF04019,1274
PF13508,1274
PF04386,1272
PF13501,1272
PF00057,1270
PF01081,1268
PF13751,1266
PF08471,1265
PF11874,1263
PF05048,1262
PF02698,1261
PF14667,1259
PF09861,1258
PF02652,1258
PF08334,1258
PF04453,1257
PF03321,1254
PF05787,1254
PF05762,1254
PF04018,1253
PF05016,1253
PF01566,1252
PF08668,1248
PF14551,1247
PF04285,1246
PF03695,1244
PF00781,1242
PF08323,1241
PF00359,1240
PF03668,1239
PF05573,1238
PF01627,1238
PF00570,1236
PF02979,1233
PF13671,1233
PF13279,1231
PF07750,1226
PF01958,1224
PF05567,1222
PF01287,1221
PF04972,1220
PF11104,1218
PF02368,1218
PF13482,1215
PF09376,1213
PF06677,1212
PF00431,1210
PF13884,1209
PF06798,1207
PF03726,1205
PF01170,1205
PF14840,1203
PF09955,1202
PF04403,1202
PF01010,1201
PF10070,1191
PF00351,1189
PF00022,1189
PF02933,1185
PF02132,1185
PF03992,1182
PF02675,1180
PF06689,1177
PF07934,1176
PF00059,1174
PF02016,1172
PF12826,1170
PF13673,1168
PF04464,1166
PF03918,1165
PF04675,1165
PF03301,1161
PF04895,1160
PF04406,1159
PF13599,1153
PF04566,1151
PF12708,1147
PF01891,1142
PF01219,1140
PF01096,1139
PF06441,1138
PF03685,1137
PF08447,1137
PF13369,1136
PF02604,1134
PF02837,1133
PF11614,1132
PF05239,1131
PF03473,1131
PF14370,1122
PF06094,1121
PF01055,1121
PF01991,1121
PF03806,1117
PF05114,1115
PF03958,1115
PF01163,1111
PF00112,1110
PF13620,1106
PF02788,1106
PF02592,1104
PF11127,1102
PF08770,1102
PF04034,1101
PF08915,1098
PF06230,1096
PF01963,1095
PF14240,1093
PF04052,1091
PF02625,1088
PF10017,1087
PF11028,1084
PF03031,1083
PF02010,1077
PF06089,1077
PF08753,1072
PF02614,1063
PF04138,1062
PF13432,1061
PF10108,1059
PF01984,1058
PF03205,1058
PF14311,1058
PF07730,1056
PF11842,1055
PF01706,1053
PF06537,1048
PF00251,1046
PF04679,1045
PF12728,1044
PF01907,1039
PF06368,1037
PF05707,1031
PF04298,1027
PF01915,1027
PF13240,1026
PF02283,1022
PF09968,1021
PF04203,1020
PF04432,1019
PF07230,1019
PF03745,1018
PF02452,1018
PF14072,1017
PF14319,1014
PF03968,1014
PF14522,1013
PF14578,1010
PF00530,1007
PF01155,1006
PF04257,1005
PF05940,1003
PF02632,1000
PF07786,999
PF04493,998
PF13148,998
PF03029,998
PF03876,998
PF11969,996
PF07626,995
PF03861,994
PF02609,993
PF02154,991
PF11635,987
PF13491,987
PF00831,985
PF00450,983
PF13936,982
PF13612,977
PF04430,976
PF01994,975
PF08888,975
PF08645,974
PF01205,972
PF12006,969
PF03175,965
PF13083,959
PF12236,959
PF13546,958
PF13677,958
PF02664,958
PF04238,957
PF13185,957
PF05194,957
PF03787,957
PF03551,956
PF02040,955
PF09371,955
PF04519,954
PF03437,953
PF01957,952
PF02600,950
PF04982,948
PF01873,947
PF11306,947
PF01782,947
PF12156,944
PF01890,943
PF03852,943
PF13740,940
PF04075,939
PF05140,939
PF01514,939
PF03544,937
PF00443,936
PF07021,935
PF01283,935
PF08345,929
PF13337,928
PF07691,928
PF01928,925
PF01179,924
PF12034,923
PF13186,923
PF02667,921
PF08068,919
PF05699,918
PF01501,917
PF02470,915
PF02631,915
PF13421,915
PF01599,912
PF13418,906
PF07171,906
PF11761,905
PF13532,905
PF08819,905
PF07045,903
PF00982,903
PF04039,901
PF04748,901
PF12973,901
PF10414,900
PF01880,898
PF05726,898
PF02599,896
PF09848,896
PF04228,894
PF09826,894
PF01191,891
PF05188,891
PF07460,890
PF08608,888
PF14827,884
PF05139,884
PF01526,883
PF14639,883
PF06480,881
PF00301,880
PF07602,876
PF13806,876
PF01796,875
PF05717,875
PF09370,874
PF03028,869
PF06452,868
PF09851,868
PF13447,864
PF01704,863
PF01739,862
PF13545,858
PF12784,858
PF01223,856
PF11953,856
PF07498,855
PF10590,854
PF07664,853
PF07681,852
PF00832,849
PF04991,848
PF05738,847
PF06249,847
PF08495,846
PF01022,844
PF02126,844
PF04115,844
PF04567,843
PF09630,843
PF02374,841
PF06187,841
PF02588,839
PF04355,839
PF01637,838
PF13474,838
PF08206,835
PF05547,834
PF09587,833
PF08274,833
PF01910,832
PF08402,832
PF04087,831
PF11821,831
PF00576,830
PF00936,830
PF13570,830
PF00401,828
PF13895,821
PF06769,817
PF09822,817
PF01073,816
PF04015,815
PF11376,815
PF10142,811
PF04077,811
PF01992,811
PF00428,810
PF07499,810
PF03548,810
PF01937,809
PF00381,808
PF01238,806
PF13248,805
PF04264,805
PF09856,804
PF08448,804
PF00808,802
PF03571,801
PF04068,800
PF10432,798
PF10459,797
PF13463,797
PF02107,797
PF01361,796
PF04041,796
PF04012,795
PF08943,794
PF03953,792
PF00515,789
PF12007,789
PF13558,788
PF07624,785
PF13404,785
PF05226,783
PF07637,783
PF04359,782
PF07510,779
PF05658,778
PF08239,777
PF11174,774
PF04962,773
PF13089,771
PF04960,770
PF05711,769
PF07687,768
PF09699,764
PF07944,764
PF02037,764
PF04212,761
PF02929,759
PF03098,757
PF08818,756
PF06676,752
PF01020,751
PF13588,750
PF09905,749
PF00102,749
PF03928,749
PF13502,746
PF08291,746
PF09588,745
PF01246,745
PF13487,744
PF08331,740
PF02912,739
PF11845,735
PF04443,734
PF06052,734
PF03969,734
PF13578,733
PF00723,731
PF09656,731
PF05013,731
PF13278,730
PF07470,730
PF03313,729
PF05157,728
PF08897,727
PF02868,727
PF08463,719
PF02411,717
PF02638,715
PF00188,713
PF04989,711
PF09249,709
PF06426,704
PF08069,703
PF00856,703
PF14791,700
PF02943,700
PF13523,700
PF03400,699
PF02922,698
PF14100,698
PF04377,697
PF03966,696
PF08011,696
PF12626,695
PF02657,695
PF08714,695
PF02694,695
PF00989,694
PF05816,690
PF01980,690
PF07136,685
PF13745,684
PF13425,683
PF01978,681
PF05159,681
PF02225,679
PF01934,679
PF06792,679
PF08665,678
PF08279,677
PF07729,675
PF06175,675
PF02674,672
PF10023,670
PF01402,670
PF07908,669
PF14340,669
PF01885,668
PF05751,666
PF07396,666
PF13550,666
PF13409,665
PF13041,665
PF04773,664
PF07366,664
PF03055,663
PF03755,663
PF01667,662
PF01226,660
PF02624,659
PF01712,659
PF13280,658
PF13937,658
PF10584,658
PF06242,657
PF03681,656
PF03775,655
PF06258,655
PF08388,654
PF12137,652
PF01036,648
PF11753,645
PF00101,640
PF05943,639
PF13362,639
PF03357,638
PF13486,637
PF12680,636
PF08780,635
PF07927,635
PF02002,634
PF04326,633
PF05145,633
PF02798,633
PF00309,632
PF00689,630
PF13581,628
PF01940,627
PF06969,626
PF06068,624
PF09936,624
PF03253,624
PF02778,623
PF06202,622
PF01364,621
PF00025,621
PF04480,620
PF04397,620
PF14376,617
PF02308,617
PF03963,616
PF13392,616
PF13155,616
PF07683,614
PF11967,612
PF05118,612
PF02706,611
PF12008,609
PF00356,609
PF03184,609
PF05426,608
PF09369,607
PF14841,606
PF00759,604
PF13624,604
PF07705,603
PF06844,603
PF04332,602
PF00050,600
PF04465,600
PF10926,599
PF00079,599
PF09674,597
PF14236,596
PF03334,596
PF02645,594
PF01428,594
PF13622,592
PF00350,592
PF04246,590
PF01094,590
PF03591,589
PF13584,588
PF05896,586
PF05742,584
PF14606,584
PF02689,583
PF13638,582
PF09317,581
PF01904,581
PF04616,581
PF11853,580
PF06114,580
PF06240,579
PF11975,579
PF01861,578
PF07978,578
PF04445,576
PF02565,576
PF02598,575
PF01870,574
PF04187,574
PF06445,574
PF07805,574
PF09349,573
PF00240,573
PF03934,570
PF12806,569
PF11175,568
PF01750,567
PF00179,567
PF04286,566
PF07475,566
PF05973,564
PF13244,564
PF08060,564
PF01638,562
PF04303,562
PF13477,562
PF00891,561
PF09722,561
PF08889,560
PF03808,557
PF04032,556
PF06167,555
PF03932,555
PF10518,555
PF01951,554
PF12437,554
PF06032,553
PF02834,553
PF04613,552
PF07993,552
PF12245,551
PF12774,551
PF07940,551
PF00258,550
PF13420,549
PF09365,549
PF14715,547
PF03417,546
PF02056,546
PF13639,545
PF13366,544
PF12797,543
PF06127,542
PF10559,541
PF05065,541
PF10101,541
PF04408,540
PF13675,540
PF00584,539
PF13574,537
PF14707,537
PF09173,536
PF12897,533
PF04752,533
PF14903,532
PF07804,532
PF14842,531
PF00940,531
PF08712,529
PF13518,529
PF05860,529
PF04029,528
PF12844,528
PF01726,528
PF14294,527
PF13495,525
PF04955,525
PF02036,524
PF02734,524
PF13391,523
PF07286,522
PF03444,520
PF00295,519
PF07661,518
PF04365,518
PF04451,517
PF13650,516
PF04242,516
PF13192,516
PF01074,516
PF03264,515
PF05154,515
PF06134,515
PF01137,514
PF06415,513
PF01614,512
PF05036,510
PF13286,510
PF04223,510
PF02552,509
PF00736,509
PF05673,508
PF05096,508
PF02594,507
PF00201,507
PF04028,507
PF12727,505
PF08482,504
PF07943,504
PF04800,503
PF07508,503
PF13354,502
PF05015,501
PF03441,500
PF11734,499
PF09969,499
PF03559,499
PF01401,499
PF01276,498
PF04214,498
PF02128,495
PF09411,495
PF05987,495
PF14790,494
PF07980,493
PF13737,493
PF04010,493
PF06559,491
PF13245,490
PF11898,489
PF13333,489
PF04468,488
PF13609,488
PF02895,487
PF01899,487
PF01837,485
PF07799,485
PF06450,485
PF03481,485
PF06835,483
PF05872,482
PF04717,482
PF07568,482
PF01628,481
PF14792,481
PF09250,480
PF10060,480
PF14537,480
PF13548,480
PF01927,478
PF03837,478
PF09992,476
PF03354,476
PF01939,475
PF04368,474
PF00479,473
PF05559,471
PF11638,471
PF04135,470
PF04384,469
PF06146,469
PF05063,468
PF01833,467
PF12038,466
PF05430,464
PF07196,463
PF06980,462
PF01152,460
PF00667,459
PF12450,458
PF05893,458
PF14824,458
PF01047,458
PF05930,458
PF01483,457
PF00207,457
PF00080,456
PF03119,456
PF01753,456
PF00199,456
PF02733,455
PF03783,453
PF13514,452
PF02741,451
PF13807,450
PF03892,450
PF06293,448
PF14765,447
PF13657,446
PF08774,445
PF08392,445
PF14226,445
PF09140,445
PF01011,444
PF10566,444
PF00454,443
PF04758,442
PF13005,441
PF01794,440
PF13452,438
PF02085,437
PF02563,436
PF03133,432
PF11651,432
PF12072,431
PF13402,431
PF01982,430
PF13505,430
PF07484,429
PF14269,429
PF07143,429
PF13344,428
PF02556,428
PF11946,427
PF10469,426
PF12947,426
PF04198,425
PF14108,425
PF13721,425
PF00455,424
PF02211,423
PF14821,422
PF09827,422
PF03567,422
PF06821,421
PF04233,421
PF02498,421
PF05164,420
PF09489,419
PF05708,419
PF13243,418
PF09459,418
PF02685,413
PF10503,413
PF12802,413
PF12345,413
PF13759,413
PF02055,412
PF01427,412
PF09492,411
PF05190,411
PF13230,411
PF06966,411
PF13437,411
PF02342,410
PF13539,410
PF06039,410
PF02806,409
PF12112,408
PF06182,408
PF04013,407
PF01346,407
PF00053,405
PF04023,405
PF09994,404
PF02679,404
PF03911,403
PF05275,403
PF06041,403
PF04376,402
PF06123,400
PF00544,399
PF03595,399
PF06853,398
PF11805,398
PF07345,398
PF04945,398
PF07559,396
PF12118,396
PF11199,396
PF01051,396
PF09948,396
PF05523,395
PF00114,395
PF00959,394
PF14810,393
PF01755,393
PF13263,392
PF13676,392
PF05025,392
PF10509,390
PF14535,389
PF10399,389
PF14486,388
PF02561,388
PF10670,388
PF07582,387
PF03573,387
PF03712,386
PF07748,385
PF03412,385
PF10145,384
PF00445,384
PF11890,383
PF00190,382
PF00148,382
PF10593,381
PF13371,380
PF03938,380
PF07195,377
PF07505,376
PF07090,376
PF04586,374
PF02460,374
PF05107,374
PF05524,373
PF13275,372
PF13905,372
PF12241,371
PF13852,370
PF04042,370
PF02583,369
PF13749,369
PF07727,367
PF06315,367
PF12775,367
PF07703,366
PF03673,366
PF01431,366
PF04255,366
PF07578,366
PF05136,364
PF03562,364
PF02469,363
PF13560,363
PF13291,363
PF03577,362
PF13194,361
PF04268,361
PF00172,360
PF13784,360
PF07495,360
PF12781,358
PF02789,358
PF05167,357
PF06491,355
PF02525,355
PF12780,355
PF01818,355
PF04784,354
PF07167,353
PF04027,353
PF04151,352
PF02049,352
PF09844,351
PF11141,350
PF07264,349
PF05380,349
PF13808,348
PF07876,348
PF07610,348
PF13408,348
PF01922,346
PF06580,345
PF05947,344
PF00026,343
PF04892,343
PF00560,343
PF07717,343
PF02931,342
PF06742,341
PF04263,340
PF01835,339
PF03597,339
PF04951,338
PF00632,337
PF14104,337
PF14031,337
PF05728,336
PF02932,335
PF05127,335
PF05899,332
PF13583,331
PF12777,331
PF04860,331
PF04794,330
PF04066,330
PF09527,329
PF13384,329
PF00975,329
PF14743,328
PF05869,328
PF02744,327
PF11741,327
PF14490,327
PF13350,327
PF14905,327
PF04380,327
PF09837,325
PF03457,325
PF02265,324
PF02676,324
PF06147,323
PF09723,323
PF03415,322
PF01764,322
PF02613,322
PF07693,322
PF06940,322
PF06945,322
PF08486,321
PF03445,321
PF05209,319
PF04390,319
PF01602,319
PF10543,318
PF00622,318
PF12458,317
PF13479,317
PF13563,316
PF01824,316
PF07958,315
PF00386,315
PF08376,314
PF00168,313
PF10861,313
PF00134,313
PF05875,312
PF07695,312
PF03748,312
PF02662,311
PF01741,311
PF09339,311
PF10984,310
PF13598,309
PF11583,309
PF13387,309
PF04536,309
PF04235,309
PF14607,309
PF10095,308
PF05694,308
PF08745,307
PF09113,307
PF04685,307
PF12094,306
PF04314,306
PF03319,306
PF04422,305
PF13336,305
PF02591,304
PF11950,304
PF13621,304
PF02833,304
PF06213,304
PF13370,303
PF00648,303
PF13527,301
PF13372,301
PF00046,301
PF06938,301
PF00900,300
PF07719,300
PF02361,300
PF00124,299
PF14498,299
PF05071,299
PF07355,297
PF03824,297
PF01913,297
PF07589,296
PF04185,296
PF14716,296
PF03275,296
PF06130,295
PF09351,295
PF13592,295
PF08393,294
PF07238,293
PF00651,293
PF07541,291
PF08028,291
PF12694,291
PF04456,290
PF09989,289
PF14384,289
PF02065,289
PF00566,288
PF02641,288
PF11074,288
PF08719,287
PF03738,287
PF10544,286
PF04237,286
PF13509,286
PF03599,286
PF05488,286
PF04724,285
PF04366,284
PF01531,284
PF07642,284
PF04434,284
PF13338,283
PF00084,283
PF09055,283
PF03259,283
PF01231,283
PF03420,282
PF11013,282
PF12773,282
PF14559,281
PF08886,281
PF13776,280
PF05168,280
PF03604,280
PF05649,279
PF10569,279
PF08332,279
PF06243,278
PF04973,278
PF02289,277
PF13817,277
PF00628,277
PF13189,276
PF10276,276
PF02901,276
PF13429,276
PF04102,276
PF05100,275
PF01710,275
PF01446,274
PF02407,274
PF13524,274
PF10410,274
PF13367,272
PF06934,272
PF05153,271
PF06067,271
PF01976,270
PF14291,269
PF06725,269
PF00703,269
PF07152,267
PF09704,267
PF13444,266
PF13843,265
PF01447,265
PF07386,265
PF08242,264
PF06224,264
PF03008,263
PF10294,263
PF02369,263
PF04248,263
PF02571,262
PF03743,262
PF08421,262
PF13395,261
PF13718,261
PF01490,260
PF05729,259
PF03222,258
PF07998,256
PF07331,256
PF06834,255
PF04134,255
PF07040,255
PF01204,254
PF10079,254
PF01529,254
PF13036,253
PF03606,252
PF09107,252
PF14347,252
PF07660,252
PF10117,251
PF13920,251
PF12544,251
PF09336,251
PF04230,250
PF03583,249
PF04381,249
PF09678,249
PF13900,249
PF11329,249
PF01532,249
PF14063,249
PF01633,248
PF04140,248
PF00051,247
PF12823,247
PF01864,247
PF05761,246
PF13188,246
PF09364,246
PF00852,245
PF01126,245
PF14561,245
PF02389,245
PF12322,244
PF13156,244
PF09123,244
PF01576,243
PF13567,243
PF13542,243
PF11818,242
PF07584,241
PF00385,241
PF07699,241
PF06602,240
PF03690,240
PF04977,240
PF05592,239
PF12872,239
PF05769,239
PF09962,239
PF08804,238
PF10092,238
PF09553,237
PF00058,237
PF03610,237
PF04030,237
PF05995,237
PF00142,235
PF03200,233
PF10263,232
PF08378,232
PF02544,232
PF07080,232
PF04337,232
PF09471,232
PF01400,231
PF04266,231
PF14508,230
PF05292,230
PF13927,230
PF05942,230
PF00233,230
PF06550,230
PF13473,229
PF12832,229
PF14375,228
PF13596,227
PF01403,227
PF02358,226
PF04348,226
PF07298,226
PF01095,225
PF00637,225
PF13443,224
PF03315,224
PF04754,223
PF02363,223
PF03848,223
PF14789,223
PF05163,223
PF04221,223
PF10722,222
PF09912,222
PF13451,221
PF13200,221
PF02952,220
PF13601,220
PF04174,220
PF01773,219
PF00615,218
PF07659,218
PF05954,218
PF10825,218
PF08496,218
PF09907,217
PF04476,217
PF03537,217
PF13438,217
PF13935,217
PF06715,216
PF13763,216
PF12951,216
PF08220,216
PF14239,215
PF09601,215
PF02534,215
PF04965,214
PF13470,214
PF04488,213
PF05090,213
PF08338,213
PF00358,212
PF03632,212
PF00514,212
PF06050,211
PF04024,211
PF07581,211
PF11899,210
PF12899,210
PF03587,210
PF14099,209
PF01151,209
PF07831,209
PF00526,209
PF08071,208
PF13007,208
PF02366,208
PF04098,208
PF09298,208
PF04082,207
PF02945,207
PF02906,206
PF14539,205
PF02182,205
PF04996,205
PF11959,204
PF12323,204
PF04865,204
PF02796,204
PF05618,203
PF04343,203
PF13649,203
PF04299,203
PF00630,203
PF06296,203
PF07796,202
PF01498,202
PF10127,202
PF12172,202
PF08385,201
PF03088,201
PF11932,201
PF02557,200
PF02108,200
PF04026,200
PF05203,200
PF04229,200
PF13145,199
PF00690,199
PF07736,198
PF13651,198
PF03744,198
PF02120,198
PF00887,197
PF06803,197
PF09278,197
PF02579,196
PF00002,196
PF07743,196
PF01905,196
PF07063,196
PF00066,196
PF00169,195
PF14659,195
PF02237,195
PF03266,194
PF14224,194
PF07669,194
PF07648,194
PF02709,193
PF00014,193
PF14336,193
PF13557,193
PF07638,192
PF03776,192
PF07308,192
PF03803,192
PF07209,192
PF09312,191
PF02623,191
PF13480,191
PF00866,191
PF13704,191
PF02705,191
PF09663,191
PF08937,191
PF00151,190
PF10387,190
PF14850,190
PF10755,189
PF03594,189
PF13166,188
PF00657,188
PF02253,187
PF02990,186
PF14863,186
PF05982,185
PF03894,185
PF14890,184
PF04950,184
PF10027,184
PF02743,184
PF03793,184
PF13559,183
PF11351,183
PF12508,183
PF11249,183
PF07350,183
PF03942,183
PF10988,183
PF13020,183
PF07523,183
PF00888,182
PF01124,182
PF11053,182
PF13684,182
PF04392,181
PF08205,181
PF00376,181
PF14247,181
PF09834,180
PF03142,180
PF02169,180
PF11649,179
PF14196,179
PF00739,179
PF05014,178
PF07519,178
PF05834,178
PF14307,177
PF05838,177
PF04966,177
PF04193,177
PF03476,177
PF03215,177
PF06634,177
PF04900,176
PF12895,176
PF13564,175
PF14690,175
PF06035,174
PF12471,174
PF03646,173
PF00173,173
PF13618,173
PF13413,173
PF06841,172
PF14345,172
PF05622,172
PF09976,172
PF00195,172
PF09925,171
PF01881,171
PF13711,170
PF12225,170
PF02814,170
PF02138,170
PF00955,170
PF11171,170
PF05638,169
PF05594,169
PF02317,169
PF04357,169
PF00110,169
PF14516,169
PF12800,169
PF00412,168
PF00503,168
PF08327,168
PF07087,167
PF02275,167
PF06444,167
PF08019,166
PF01363,165
PF08706,165
PF06314,165
PF04261,165
PF13202,164
PF04325,164
PF01424,164
PF03965,163
PF01222,163
PF12147,163
PF03884,163
PF12662,163
PF03598,163
PF09643,162
PF07866,162
PF00395,161
PF07632,161
PF13577,160
PF10134,160
PF11892,159
PF12362,159
PF04280,159
PF02797,159
PF09669,159
PF10991,159
PF13271,159
PF08722,159
PF07826,159
PF05354,159
PF07486,158
PF09712,158
PF05147,158
PF07009,158
PF13732,158
PF13699,158
PF11740,158
PF05971,157
PF01270,157
PF01076,157
PF04402,157
PF14811,156
PF05336,156
PF04993,156
PF13645,156
PF01752,155
PF13700,155
PF12810,155
PF03816,155
PF09694,155
PF02259,154
PF12224,154
PF09324,154
PF14793,154
PF03693,154
PF04072,154
PF06863,154
PF00307,153
PF07639,153
PF03937,153
PF09314,153
PF07555,153
PF13723,153
PF08367,152
PF01485,152
PF08899,152
PF06180,151
PF04444,151
PF09176,150
PF14385,150
PF14399,150
PF06074,150
PF14333,149
PF00995,149
PF08401,149
PF04751,149
PF11563,148
PF12570,148
PF03864,148
PF11992,148
PF13466,148
PF05185,148
PF13894,148
PF09521,147
PF00003,147
PF01917,147
PF11220,147
PF02889,147
PF13456,147
PF11325,147
PF08125,147
PF09928,146
PF07456,146
PF10262,146
PF05591,146
PF04350,145
PF05939,145
PF03589,145
PF04351,145
PF12100,145
PF14123,145
PF09685,145
PF03219,144
PF11146,144
PF00577,144
PF08349,144
PF07907,142
PF00097,142
PF00621,142
PF04296,142
PF02603,142
PF09261,141
PF09586,141
PF04383,140
PF14310,140
PF02550,140
PF06564,139
PF07686,138
PF09615,138
PF07929,138
PF13781,138
PF14322,138
PF07760,138
PF02335,138
PF00264,137
PF10014,137
PF09345,137
PF03159,136
PF03367,136
PF03422,136
PF08837,136
PF05577,136
PF09363,135
PF05725,135
PF01986,135
PF05889,134
PF14102,134
PF11172,133
PF06376,133
PF06100,133
PF14397,133
PF06172,133
PF14684,132
PF08850,132
PF03616,132
PF04364,132
PF04564,132
PF12760,132
PF02522,132
PF00928,132
PF05981,131
PF14214,131
PF13664,131
PF01745,131
PF12950,131
PF05569,130
PF03687,130
PF04981,130
PF07275,130
PF06941,130
PF09215,129
PF00862,129
PF00010,129
PF02338,129
PF05170,129
PF11756,129
PF03961,129
PF11066,128
PF05534,128
PF13769,128
PF14252,128
PF12088,127
PF11716,127
PF02214,127
PF13682,127
PF03901,127
PF00432,127
PF07882,126
PF05368,126
PF03917,126
PF14711,126
PF08485,126
PF14597,126
PF04577,125
PF05258,125
PF07085,125
PF07678,125
PF00644,124
PF09585,124
PF05936,124
PF03405,124
PF04809,124
PF04893,124
PF05686,124
PF04883,123
PF00633,123
PF13440,123
PF11973,123
PF14528,123
PF11997,123
PF13453,123
PF06262,123
PF13690,123
PF06764,123
PF00244,122
PF14378,122
PF09206,122
PF03729,122
PF13449,122
PF11026,122
PF14241,122
PF00620,122
PF02001,122
PF00182,122
PF00223,121
PF10728,121
PF01874,121
PF05272,121
PF02995,121
PF05406,121
PF05901,121
PF07432,120
PF00200,120
PF04932,120
PF09344,120
PF06468,120
PF08244,119
PF11783,119
PF00642,119
PF04289,119
PF07609,119
PF06082,118
PF12860,118
PF00435,118
PF00017,118
PF05545,118
PF06884,118
PF07168,117
PF00094,117
PF00755,117
PF07920,117
PF01421,117
PF08885,117
PF05951,117
PF02958,116
PF13521,116
PF14587,115
PF13511,115
PF03927,115
PF05693,114
